xxhash 0.8.3-1
xz 5.8.3-1
yay 13.0.1-1
yazi 26.8.15-1
yt-dlp 2026.08.19-1
yt-dlp-ejs 0.8.0-1
yyjson 0.12.0-1
zathura 2026.07.18-1
zathura-pdf-poppler 2026.07.18-1
zenity 4.2.2-1
zeromq 4.3.5-3
zimg 3.0.6-2
zint 2.16.0-2
zip 3.0-14
zix 0.8.2-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoxide 0.10.0-1
zram-generator 1.2.1-1
zstd 1.5.7-3
zxing-cpp 3.1.1-1
